SKU_ID,sku,product_line,brand,sales,price
617,STRONTIUM OTG Type C 32 gb,Phones Mobile Accessories,"Strontium",5,1599
618,Ultra/Halloa Cleang Kit UM0007,Entertainment Accessories,"ULTRA",1,399
619,Stuffcool 2.4A Dual Car Charger+microUSB,Phones Mobile Accessories,"STUFFCOOL",2,799
620,WM - Top Load Covers,Washing Machines,"IDEAL",8,899
621,IDEAL Refrigerator Stand,Refrigerators,"IDEAL",3,1299
622,ElgiUltra Ultra Micro Wet Grinder,Kitchen Appliances,"ELGI",1,6690
623,PUREIT W-Purifier Ultima RO+UV Ex(White),Water Purifiers,"PUREIT",8,15615
624,HP DeskJet Ink Adv 4535 AiO Printer,Printers & Office Solutions,"HP",3,7699
625,Sony Xperia XZs Black,Smart Phones (OS Based),"SONY",1,49990
626,Envent BT Speaker Livefree370 Black,MP3 Players,"ENVENT",6,1999
627,Kotion Gaming Headset Each G2000,Gaming Hardware,"KOTION",1,1499
628,Strontium 3-in-1 MicroSD Card Nitro 32GB,Phones Mobile Accessories,"Strontium",5,1208
629,WHIRLPOOL REF FF 292L IF 305 ELT IS 3S,Refrigerators,"WHIRLPOOL",7,24438
630,BOSE BT Speaker Soundlink Color II Black,Shop in Shop,"BOSE",2,11500
631,Sony BT Headphone XB950B1 Black,Earphones/Headphones,"SONY",1,12990
632,SAMSUNG REF SBS 594L RF50K5910DP/TL,Refrigerators,"SAMSUNG",1,106675
633,Defunc Earphone Go Music Cyan,Earphones/Headphones,"DEFUNC",3,666.3333333
634,LG W-Purifier RO WW160EP,Water Purifiers,"LG",1,22300
635,Stuffcool Deco Case iPhone 7+ / 6S+,Phones Mobile Accessories,"STUFFCOOL",2,1329
636,Philips Food Processor HL1660 700W,Kitchen Appliances,"PHILIPS",4,7790
637,GodrejGP 10xAA Ultra Heavy Duty Batterie,Travel Accessories,"GODREJ",2,120
638,Sony Party Speaker MHC GT4D,Audio Systems,"SONY",3,40792
639,Stuffcool Aero Fuze case A5 2017 Clr,Phones Mobile Accessories,"STUFFCOOL",2,569
640,Dell inspiron 3567 6Gi3 4GB2X +OFF,Mobile Computing,"DELL",7,38777.14286
641,Dell Inspiron 5378 7Gi3 4GBN+Off BLK,Mobile Computing,"DELL",4,49866.25
642,Philips BT Earphone SHB5950 Blk,Earphones/Headphones,"PHILIPS",2,3099
643,JBL Bluetooth Speaker Charge 2+ Blue,MP3 Players,"JBL",1,10250
644,E-O'GENERAL S/AC 1.5T ASGA18FETA 3S,Air Conditioners,"O'GENERAL",1,45171
645,Skywater Suitcase Powerbank 20000mAH,Phones Mobile Accessories,"SKYWATER",1,3239
646,WM - Front Load Covers,Washing Machines,"IDEAL",12,999
647,LG K10 2017 Dual SIM LTE Gold,Smart Phones (OS Based),"LG",6,12665
648,Croma stereo earphone CREA7288 SHCAMP,Earphones/Headphones,"CROMA",17,499
649,Voltas D/Cooler 50L VP-D50EH,Cooling & Heating Appliances,"VOLTAS",2,7850
650,VIDEOCON REF DC 80L VC091PSH,Refrigerators,"VIDEOCON",1,8650
651,BOSCH W/M FL 6KG WAB16161IN,Washing Machines,"BOSCH",4,24309
652,Sennheiser Earphone CX 213 Blue,Earphones/Headphones,"SENNHEISER",1,999
653,Nokia 216 Dual SIM Black,Phones Mobile,"NOKIA",18,2399
654,SAMSUNG J7 Nxt Black,Smart Phones (OS Based),"SAMSUNG",46,11484.02174
655,Scratchgard Tempered Glass Note 5,Phones Mobile Accessories,"SCRATCHGARD",1,449
656,Philips Soundbar DSP475U Bar,TV LCD,"PHILIPS",1,2500
657,PERSANG New Dzire Wireless Karaoke Mic,DVD/VCD/Content,"Persang",1,20990
658,LG REF SBS 675L GCC247UGUV ARIA WHT,Refrigerators,"LG",2,89241.5
659,Bajaj Kettle Majesty Ktx15 1.7l Ss,Kitchen Appliances,"BAJAJ",12,1599
660,MS Office 365 Personal,Software,"MICROSOFT",7,2804
661,LG OLED 140CM 55C7T,TV LCD,"LG",4,200109.5
662,GM Spike Adaptor G Power 4+1,PC Accessories,"GM",1,495
663,Targus 15.6inch Dynamic Backpack RD,Computer Bags,"TARGUS",1,899
664,Dell Insp 7560/7G/ i7/8/128 SSD+1TB/4GB,Mobile Computing,"DELL",12,76797.16667
665,Targus 2-in-1 Charge & Sync Gold,Phones Mobile Accessories,"TARGUS",3,1291
666,Asus 15 R558UQ 7Gi5 8GB2X,Mobile Computing,"ASUS",4,52490
667,Itek Touch Light Bluetooth Speaker,MP3 Players,"ITEK",3,999
668,SAMSUNG J7 Pro Clear Case,Phones Mobile Accessories,"SAMSUNG",9,399
669,Book My Show Gift Card - INR 500,Phones Mobile Providers,"BOOK MY SHOW",1,500
670,Lenovo A6600 Plus 2GB/16GB Black,Smart Phones (OS Based),"LENOVO",1,7856
671,SAMSUNG LED 123cm 49MU7000 UHD/4K,TV LCD,"SAMSUNG",1,119720
672,Tribe Tim Minions 16GB Flash Drive,Storage Media,"TRIBE",1,999
673,Xiaomi Redmi 4 (4GB+64GB Gold),Smart Phones (OS Based),"XIAOMI",2,10999
674,Scratchgard Tempered Glass Smsng A5 2016,Phones Mobile Accessories,"SCRATCHGARD",1,449
675,HAMA 2X3Phono RCA 3M 1S YUV 122148,Entertainment Accessories,"CROMA",2,494
676,PANASONIC S/AC 1.5T CS/CU-KC18SKY3MA 3S,Air Conditioners,"PANASONIC",1,28892
677,Sony Home Theatre DAV-TZ145,Home Theatre,"SONY",9,10959.44444
678,Croma iPhone5/6 3in1 Kit CA4112,Phones Mobile Accessories,"CROMA",1,1075
679,SIEMENS W/M FL 7KG WM10K161IN WHITE,Washing Machines,"SIEMENS",2,29382.5
680,Croma RiceCooker 1.2L CRAO1028,Ovens & Cookers,"CROMA",4,1930
681,MORPHY Iron Daisy,Home Appliances,"MORPHYRICH",3,888
682,Racold Geyser Pronto Stylo 3L 4.5kW,Home Appliances,"RACOLD",3,4674
683,SC Vogue Shuldr Sleeve Bag 14inc Gry/Blk,Computer Bags,"STUFFCOOL",4,2299
684,HP Ink Cartrdge 678 Tri Color,Printers & Office Solutions,"HP",5,550
685,TPLink AC750/900 DBnd W/Lrout/1USB/AC20,Networking,"TP-LINK",6,1999
686,Nikkor Lens 55-200mm f/4-5.6G ED VRII,Imaging Accessories,"NIKON",1,15180
687,Tizum Earphone Carrying Case,Phones Mobile Accessories,"AIRPLUS",1,424
688,SONY Headphone W/Mic XB550AP Red,Earphones/Headphones,"SONY",3,3290
689,Strontium SR16GSLAMMO Silvr Flash Drive,Storage Media,"Strontium",17,559
690,LG W/M TL 6.2 KG T7208TDDLL,Washing Machines,"LG",6,16445.16667
691,Sandisk SD Card Ultra 16GB,Imaging Accessories,"SANDISK",10,648.4
692,LAVA A97 IPS,Smart Phones (OS Based),"LAVA",8,5349
693,Eveready Rchg BP4AA700maH,Travel Accessories,"EVEREADY",3,300
694,SIEMENS W/M FL 8KG WM14T461IN WHITE,Washing Machines,"SIEMENS",4,35275
695,BOSCH DISHWASHER SMS60L18IN,Dishwashers,"BOSCH",5,34879.2
696,Lenovo 15 IP310 70IH 7Gi5 4GB2X,Mobile Computing,"LENOVO",1,29916
697,UltimateEarsBTSpkr Wonderboom SubzeroBlu,MP3 Players,"Ultimate Ears",1,5996
698,Stuffcool Case Oppo F1 S,Phones Mobile Accessories,"STUFFCOOL",1,386
699,Lenovo 14 Yoga520 QWIN 7Gi5 8GBN+Off GLD,Mobile Computing,"LENOVO",4,68610.75
700,Croma CAT5E Cord 3M XH3191,Peripherals,"CROMA",1,249
701,"Croma 15.3cm(6"") Kindle Case XT4120",Tablets & Detachables,"CROMA",2,799
702,Beats BT Ephone Powerbeats3 Siren Red,Earphones/Headphones,"BEATS",1,13900
703,Altec Lansing Earphones MZX147 Black,Earphones/Headphones,"ALTEC LANSING",1,1190
704,Philips Earphone SHE1405BK Black,Earphones/Headphones,"PHILIPS",12,369
705,Canon DSLR 1300D (18-55/55-250),Digital Cameras,"CANON",8,37998.25
706,Neopack HDD Case 2.5inch Blk / New,Computer Bags,"NeoPack",3,399
707,SAMSUNG C7 Pro Gold,Smart Phones (OS Based),"SAMSUNG",4,24900
708,Canon Ink Cart GI-790 IN Black,Printers & Office Solutions,"CANON",2,499
709,National Geographic DSLR Satchel Bag,Imaging Accessories,"NatGeo",1,5994
710,Skywater 3.5mm Aux to Aux 1.8m cable,Phones Mobile Accessories,"SKYWATER",1,299
711,Stuffcool Flux MicroUSB Cable 1.5M Grey,Phones Mobile Accessories,"STUFFCOOL",24,381.0833333
712,Morphy Mixer Grinder Ace Plus 750W,Kitchen Appliances,"MORPHYRICH",5,2999
713,Philips Headphone SHL4400 Wht,Earphones/Headphones,"PHILIPS",1,799
714,Acer E5-575 7Gi3 4GBN+Off BLK,Mobile Computing,"ACER",3,35502.33333
715,Xiaomi Redmi 4 (3GB+32GB Gold),Smart Phones (OS Based),"XIAOMI",5,8499
716,Panasonic Rice Ckr 1.8L SR-WA18H (YT),Ovens & Cookers,"PANASONIC",1,3195
717,Energizer Car Chargr Adptr 4.8A 2USB Blk,Phones Mobile Accessories,"ENERGIZER",2,899
718,Croma OTG 12L CRAO0038,Ovens & Cookers,"CROMA",1,1882
719,Hama 1m Ultraslim HDMI 83067,Entertainment Accessories,"CROMA",1,394
720,Catz 3D Virtual Reality,Lifestyle & Wearables,"BRILYANT",1,994
721,WHIRLPOOL W/M TL 6.5KG SW ULTRA GREY,Washing Machines,"WHIRLPOOL",3,19964
722,WHIRLPOOL REF FF 300L FP313D PROTON (AS),Refrigerators,"WHIRLPOOL",2,32108.5
723,Philips InEar Hphones 3590 BLK,Earphones/Headphones,"PHILIPS",7,479.5714286
724,LG INV/AC 1.5T JS-Q18MPXD 3S,Air Conditioners,"LG",11,37222
725,IFB W/M TL 7KG TL- SDG AQUA S SILVER,Washing Machines,"IFB",1,19966
726,ASUS GL553VE-FY168T 7Gi7 8GB4X 1TB+128GB,Mobile Computing,"ASUS",1,99990
727,Boat Bluetooth Speaker Stone200 Blue,MP3 Players,"BOAT",3,1499
728,BELKIN 3.5mm-2RCA Cable 2M,Entertainment Accessories,"BELKIN",3,449
729,Sony Camcorders Flash Memory HDR-CX405/B,Camcorders,"SONY",1,20990
730,Plantronics Bluetooth Voyager Pro Legend,Phones Mobile Accessories,"PLANTRONIC",1,5391
731,GODREJ REF DC 190L RDEDGEPRO190PD3.2IW3S,Refrigerators,"GODREJ",1,17450
732,ITEK RAPID MICRO USB CABLE CHAMPANGE,Phones Mobile Accessories,"ITEK",4,476.5
733,Itek Rapid charge 8 Pin&Micro to USB Cbl,Phones Mobile Accessories,"ITEK",6,1449
734,Apple MacBook Pro 13in i5 256GB SG,Mobile Computing,"APPLE",1,102900
735,MS Surfce Pro4CQ9-00016 256GBi7 8GB TS31,Tablets & Detachables,"MICROSOFT",1,103341
736,Croma VC 2L 1600W CRAV0050,Home Appliances,"CROMA",7,5247.428571
737,Philips Headphone SHL4400 Blk,Earphones/Headphones,"PHILIPS",1,799
738,HP 15 AY143 i37G 4GBN 500GB,Mobile Computing,"HP",7,32175.71429
739,Philips Bluetooth Speaker BT 4200A Blue,MP3 Players,"PHILIPS",1,2999
740,Sennheiser Ephone MX170,Earphones/Headphones,"SENNHEISER",1,690
741,APPLE iMac MMQA2HN/A 2.3GHz i5 21.5in,Desktops,"APPLE",2,80200
742,Philips Juicer Viva 400W HR1832/00,Kitchen Appliances,"PHILIPS",12,6077.083333
743,Eveready Rech Chg 700 BP4C RTU,Travel Accessories,"EVEREADY",2,650
744,Croma LED Hair Straightner,Health & Personal Care,"CROMA",11,1475.090909
745,Sony Headphone MDR-ZX110 WHITE,Earphones/Headphones,"SONY",2,990
746,Croma S/W Maker Black CRK7002,Kitchen Appliances,"CROMA",9,1146
747,Croma Hookear StereoEarphn EA7283 EP0012,Earphones/Headphones,"CROMA",1,650
748,Stuffcool Soft Case Smsng J7 Max Clr,Phones Mobile Accessories,"STUFFCOOL",7,486.2857143
749,Philips 4.1 Speaker SPA8150B,Speakers,"PHILIPS",3,5690
750,Dell Ins 5567/7th i5/8GB/1TB/4G Win+Off,Mobile Computing,"DELL",1,61990
751,DAIKIN INV/AC 1T ETKP35SRV 4S,Air Conditioners,"DAIKIN",2,36550
752,Samsung LED 80cm 32K4300,TV LCD,"SAMSUNG",31,27217.93548
753,Travel Blue Eye Masks Luxury,Travel Accessories,"TRAVEL BLUE",3,450
754,Itek LI Powerbank 11000mAH,Phones Mobile Accessories,"ITEK",4,961.5
755,EUREKA Forbes Vac Vogue,Home Appliances,"EUREKAFORB",16,6749
756,Croma 4 way charger CRCA2263,Phones Mobile Accessories,"CROMA",2,799
757,Philips Hair Straightener BHS384,Health & Personal Care,"PHILIPS",8,1693
758,Philips Hair Care HP8695/00,Health & Personal Care,"PHILIPS",2,3499
759,Stuffcool Mighty Protctr Smsng J7 Prime,Phones Mobile Accessories,"STUFFCOOL",1,499
760,Circle Powerbank Circle Designr 5200 mAH,Phones Mobile Accessories,"CIRCLE",3,839
761,Philips Hair Dryer BHD006/00,Health & Personal Care,"PHILIPS",14,1644
762,Croma Juice Extractor Mini CRAK4170,Kitchen Appliances,"CROMA",7,2478.714286
763,HP 15 BA055AU A6 4GBN 500GB+OFF,Mobile Computing,"HP",1,27990
764,Itek Track and find,Phones Mobile Accessories,"ITEK",6,465.6666667
765,LG REF DC 190L GL-D201ASAW 3S,Refrigerators,"LG",7,16190
766,Croma Portable PowerBank 10400MAH XT4117,Phones Mobile Accessories,"CROMA",73,1318.273973
767,JBL Headphone C300SI Black,Earphones/Headphones,"JBL",2,999
768,JBL Bluetooth Speaker Xtreme Blue,MP3 Players,"JBL",1,18990
769,Motorola Cordless Phone D501 I,Phones Fixed,"MOTOROLA",2,2450
770,Sony LED 80cm KLV-32W622E,TV LCD,"SONY",23,31519.21739
771,Jabra Bluetooth Headset BT2046,Phones Mobile Accessories,"JABRA",14,770.2857143
772,PS4 Game GTA V,Gaming Software,"WB",1,2659
773,Sony Digicam 20MP W800 Blk(New MRP),Digital Cameras,"SONY",1,6990
774,Dell Insp7559/i7/16GB/128GBSSD+1TB/Wn10,Mobile Computing,"DELL",1,88667
775,Circle LP Powerbank 8000mAh,Phones Mobile Accessories,"CIRCLE",1,999
776,SAMSUNG S/AC 1.5T AR18MC3JDMCNNA 3S,Air Conditioners,"SAMSUNG",1,31960
777,Targus 16in Grid Backpack,Computer Bags,"TARGUS",1,3999
778,Itek Fitsport Bluetooth Magnetic Earbuds,Earphones/Headphones,"ITEK",1,999
779,Croma 750W 4Jar Mixer Grinder CRK4162.,Kitchen Appliances,"CROMA",9,3310
780,HP LJ Pro MFP M132A Printer,Printers & Office Solutions,"HP",2,12999
781,Sony Earphone MDR-EX15AP/L Blue,Earphones/Headphones,"SONY",15,890
782,Hwell 6 out SurgeProtc Pltnm,PC Accessories,"HONEYWELL",2,1899
783,Hitachi W/AC 1.5T KAZE+ RAW518KUD/Z1 5S,Air Conditioners,"HITACHI",3,29486
784,Scrap Sales,Other Charges,"NO SPEC",81,1525.938272
785,Scratchgard Temp iPad mini/mini 2/Mini3,Tablets & Detachables,"SCRATCHGARD",1,799
786,PHILIPS BLUETOOTH SPEAKER BT110A BLUE,MP3 Players,"PHILIPS",2,2999
787,ULTRA PROLINK HDMI - HDMI 1.5 PB348-0150,Entertainment Accessories,"ULTRA",5,349
788,Nikon DSLR D3300 (18-55) Blk (New Mrp),Digital Cameras,"NIKON",10,30475
789,Bose BT Speaker Soundlink Revolve Blk,Shop in Shop,"BOSE",1,19900
790,GIONEE A1 Plus Black,Smart Phones (OS Based),"GIONEE",1,26999
791,Croma Hand Bldr Chop Whisk CRAK4160,Kitchen Appliances,"CROMA",11,2410.545455
792,Sony Single Usb Car Charger Fast 2.4 A,Phones Mobile Accessories,"SONY",3,724.3333333
793,SAMSUNG Flip Cover J7 Max gold,Phones Mobile Accessories,"SAMSUNG",2,664
794,Acer R3-131T PQC 4GBN 500GB Blu,Mobile Computing,"ACER",3,27990
795,Croma M/W Solo20L CRM2025,Microwaves,"CROMA",9,4256.666667
796,BOSCH DISHWASHER SMS60L12IN,Dishwashers,"BOSCH",4,31450
797,Targus Lightning to USB cable MFI white,Phones Mobile Accessories,"TARGUS",1,899
798,Apple TV 64GB,DVD/VCD/Content,"APPLE",1,17894
799,Samsung Wall Charger 2Amp + Cable,Phones Mobile Accessories,"SAMSUNG",33,942.969697
800,Ultimate Ears BT Spkr Roll 2 SUGARPLUM,MP3 Players,"Ultimate Ears",1,3999
801,Itek Universal Travel Adapter MUA001,Phones Mobile Accessories,"ITEK",8,486.5
802,A.O.Smith Geyser 25L/Hor/HAS-25,Home Appliances,"A.O.SMITH",1,9548
803,Bose SoundLink Bluetoth Spkr Series III,Shop in Shop,"BOSE",2,20149
804,Usha MG 3576 Imprezza 750W,Kitchen Appliances,"USHA",1,4099
805,Philips MP3 Mix White 4 GB,MP3 Players,"PHILIPS",3,1899
806,Symphony R/Cooler Diet 50 i,Cooling & Heating Appliances,"SYMPHONY",4,7526
807,Samsung In Box Mobile Charger,Phone Brand Attachments,"SAMSUNG",13,119.3846154
808,Sony BT Headphone MDR-100ABNBME Black,Earphones/Headphones,"SONY",3,17592
809,Marc Pedestal Fan MS09,Fans,"MARC",5,2481.8
810,Stuffcool Lightening Cable Finesse 1.2m,Phones Mobile Accessories,"STUFFCOOL",12,1244.833333
811,Croma Foot Massager CRAH0056,Health & Personal Care,"CROMA",2,6806.5
812,Croma Flat Stereo Cable Grey CREE0550,Entertainment Accessories,"CROMA",15,199
813,LG DJ Machine Xboom Typhoon OJ98,Audio Systems,"LG",2,38836
814,BOSE BT Speaker Soundlink Color II White,Shop in Shop,"BOSE",1,11500
815,Itek Dynabass Headset with Mic Blk,Earphones/Headphones,"ITEK",3,499
816,Boat Earphone Bassheads225 Blk,Earphones/Headphones,"BOAT",7,696.5714286
817,Skullcandy BT Headphone Hesh GunmetalBLK,Earphones/Headphones,"SkullCandy",1,8999
818,Croma 3 in 1 S/W Maker CRK7001,Kitchen Appliances,"CROMA",25,2008.44
819,Acer SA5-271 6Gi3 4GBN 128SSD slv,Mobile Computing,"ACER",1,48440
820,PANASONIC W/M TL 6.5KG NA-F65H7SRB SS,Washing Machines,"PANASONIC",3,18990
821,IBall Slide Nimble 8in 4G 3GB 16GB RS GD,Tablets & Detachables,"IBALL",1,10499
822,Scratchguard iPhone 5S/ SE Front & Back,Phones Mobile Accessories,"SCRATCHGARD",1,339
823,Croma 4Way Surge 4switch Univ CRP1046,PC Accessories,"CROMA",17,846
824,Dell Targus Entry Level Backpack,Computer Bags,"DELL",19,999
825,"Croma 38cm(15"") Canvas Backpack XL5176",Computer Bags,"CROMA",11,990
826,Stuffcool Type-C Cable,Phones Mobile Accessories,"STUFFCOOL",26,669.3846154
827,Croma Flat Stereo Cable Black EE0549,Entertainment Accessories,"CROMA",20,199
828,HITACHI REF FF 404L R-SG38FPND GBK,Refrigerators,"HITACHI",1,60000
829,IBALL Earphone W/mic iB229 Black,Earphones/Headphones,"IBALL",7,299
830,LG LED 109cm 43UJ752T UHD/4K,TV LCD,"LG",3,81975.33333
831,Sennheiser CX 180,Earphones/Headphones,"SENNHEISER",18,990
832,Skullcandy Wireless Ephn Inkd Royal Navy,Earphones/Headphones,"SkullCandy",2,3999
833,LG REF FF 470L GLT522GNSX NOBLE STEEL 4S,Refrigerators,"LG",6,52692
834,LG K7 Dual SIM LTE Titanium,Smart Phones (OS Based),"LG",2,8570
835,Seagate HDD 2TB Backup Plus Slim 3.0 WHT,Storage Media,"SEAGATE",9,6281.555556
836,ITEK StayFit BluethoothEarphoneW/Mic Grn,Earphones/Headphones,"ITEK",5,1499
837,SONY Earphone MDR-EX255AP Black,Earphones/Headphones,"SONY",6,1990
838,Metel Corded Phone CLI 500,Phones Fixed,"Metel",8,990
839,SAMSUNG LED 108cm 43M5570,TV LCD,"SAMSUNG",14,54480.35714
840,Stuffcool Trnsprnt Case Smsg A5 2017 Clr,Phones Mobile Accessories,"STUFFCOOL",2,550
841,Sandisk Pendrive16GB CZ50 Blade-016G-I35,Storage Media,"SANDISK",75,399
842,Stuffcool Deco Case iPhone 7,Phones Mobile Accessories,"STUFFCOOL",2,1169
843,SCRATCHGARD Tempered 3D Galaxy J7 Pro Gd,Phones Mobile Accessories,"SCRATCHGARD",3,742.6666667
844,Sony Home Theatre DAV-DZ350,Home Theatre,"SONY",2,20990
845,Panasonic CordPhn KX-TSC62,Phones Fixed,"PANASONIC",11,1420
846,Moto E4 Grey,Smart Phones (OS Based),"MOTOROLA",19,8476.684211
847,SAMSUNG WM TL 9KG WA90J5730SS,Washing Machines,"SAMSUNG",3,29742
848,BOOMPODS DUO 1M Lightning and micro,Phones Mobile Accessories,"BOOMPODS",1,1499
849,Seagate HDD 2TB Backup Plus Slim 3.0 BLK,Storage Media,"SEAGATE",21,6280
850,Panasonic Earphone TCM125E Blue,Earphones/Headphones,"PANASONIC",1,799
851,Stuffcool Tempered Glass Smsng S8,Phones Mobile Accessories,"STUFFCOOL",8,1438
852,Tukzer MicroUSB Fast Charging Cable 2m,Phones Mobile Accessories,"AIRPLUS",5,399
853,Canon DSLR 1300D (18-55),Digital Cameras,"CANON",6,28995
854,LG W/M TL 6.5KG T7577NEDLZ WHT,Washing Machines,"LG",1,22071
855,Philips Beard Trimmer QT4003/15,Health & Personal Care,"PHILIPS",50,1295
856,PS4 Game Watch Dogs Complete Edition,Gaming Software,"UBISOFT",1,1299
857,Huawei P9 LTE Prestige Gold,Smart Phones (OS Based),"HUAWEI",1,13000
858,Samsung A720F Gold 2017,Smart Phones (OS Based),"SAMSUNG",3,29233.33333
859,LG LED 109cm 43UJ632T UHD/4K,TV LCD,"LG",4,55964.5
860,Lenovo IP110 E2 3YIH 4GBN+OFF BLK,Mobile Computing,"LENOVO",20,23592.5
861,Scratchgard Tempered Glass Smsng J2 2016,Phones Mobile Accessories,"SCRATCHGARD",4,336
862,Stuffcool Tempered Glass Smsg J7 Prime,Phones Mobile Accessories,"STUFFCOOL",1,449
863,Hwell 4out SurgeProtector with MstrSwtch,PC Accessories,"HONEYWELL",15,999
864,Croma Binocs 10-30x60mm IA2006 BMZ1125,Imaging Accessories,"CROMA",1,3499
865,Strontium OTG 32GB USB 3.0,Phones Mobile Accessories,"Strontium",3,1519
866,Samsung LED 109cm 43K5100,TV LCD,"SAMSUNG",3,29100
867,Holly 3 Dual SIM LTE Black,Smart Phones (OS Based),"HONOR",1,4200
868,Merlin Virtuoso Bluetooth Headset,Earphones/Headphones,"MERLIN",1,3598
869,HP USB 3.0 Flash Drive 16GB V705W,Storage Media,"HP",17,599
870,Sony BT Speaker XB30 Blue,MP3 Players,"SONY",2,9990
871,PANASONIC S/AC 1T KC12SKY4A 4S,Air Conditioners,"PANASONIC",1,29742
872,Travel Blue Eye Masks Comfort Set,Travel Accessories,"TRAVEL BLUE",1,395
873,Samsung Bluetooth Headset Level U Gold,Phones Mobile Accessories,"SAMSUNG",7,2870.428571
874,Croma BT Spk XPlode Yello ER2074 BT062,MP3 Players,"CROMA",2,1649
875,MS Office 365 Personal NEW MRP,Software,"MICROSOFT",18,3144
876,Sandisk SD Card Ultra 32GB,Imaging Accessories,"SANDISK",10,1250
877,Stuffcool Mighty 2.5D Protr IPhone 7 Wht,Phones Mobile Accessories,"STUFFCOOL",1,999
878,SIEMENS WM FL 7KG WM12K168 IN,Washing Machines,"SIEMENS",6,31025
879,Strontium OTG 8GB USB 3.0,Phones Mobile Accessories,"Strontium",2,524
880,SAMSUNG W/M TL 6.2KG WA62M4300HP/TL SLV,Washing Machines,"SAMSUNG",7,16448.14286
881,ITEK RAPID SINGLE USB CAR CHARGER SILVER,Phones Mobile Accessories,"ITEK",1,695
882,Croma 4Way GL Surge 4switch CRP1053,PC Accessories,"CROMA",13,1249.076923
883,Bajaj Induction Cooker Majesty ICX Neo,Kitchen Appliances,"BAJAJ",5,2447
884,Catz Tempered GlassSamsung J5,Phones Mobile Accessories,"BRILYANT",1,509
885,MUVEACOUSTICS EARPHONE DRIVE BLACK,Earphones/Headphones,"MUVEACOUSTICS",2,1899
886,LG M/W Conv 28L MC2886BRUM,Microwaves,"LG",7,17990
887,Croma Low Oil Fryer CRAO0042,Ovens & Cookers,"CROMA",2,4353
888,Boat Bluetooth Speaker Rugby BLK,MP3 Players,"BOAT",3,1932.333333
889,Kindle Paperwhite NuPro SlmFitted CvrBlk,Tablets & Detachables,"Kindle",8,1299
890,Samsung LED 140cm 55KS9000 UHD/4K,TV LCD,"SAMSUNG",3,163953.3333
891,Sony BT Speaker XB20 Black,MP3 Players,"SONY",19,5999
892,OPPO A57 Black,Smart Phones (OS Based),"OPPO",37,14977.83784
893,DAIKIN INV/AC 1.5T ETKP50SRV 4S,Air Conditioners,"DAIKIN",2,43350
894,Ultra Prolink 2m HDMI Cbl 1.4 UL270,Entertainment Accessories,"PROLINK",4,699
895,Sennheiser Earphone CX 3.00 Red,Earphones/Headphones,"SENNHEISER",1,2790
896,OPPO A57 Gold,Smart Phones (OS Based),"OPPO",34,14979
897,HP LJ Pro MFP M132NW Printer,Printers & Office Solutions,"HP",1,15599
898,Stuffcool Tempered Galaxy J5 Prime Clr,Phones Mobile Accessories,"STUFFCOOL",1,224
899,Philips Corded Microphone 110,DVD/VCD/Content,"PHILIPS",1,499
900,Skywater Earphone Lamborghini Red,Earphones/Headphones,"SKYWATER",1,1899
901,SAMSUNG REF FF 253L RT28M3954R3/NL 4S,Refrigerators,"SAMSUNG",2,27455
902,SONY BT Hphone MDR ZX220BT Black,Earphones/Headphones,"SONY",2,3990
903,Bose Wall Bracket Kit WB300 (soundbar),Shop in Shop,"BOSE",5,3500
904,Apple New iPad Wi-Fi Cell 128GB G,Tablets & Detachables,"APPLE",2,43545
905,BOAT Earphone Bassheads 100 White,Earphones/Headphones,"BOAT",2,499
906,Samsung C9 Pro Gold,Smart Phones (OS Based),"SAMSUNG",7,31900
907,Croma BT Spk XBass ER2072 BT079,MP3 Players,"CROMA",1,5990
908,Croma 2.1 Bt SPK ES1089 C760BU-MF90,Speakers,"CROMA",1,8990
909,Gionee A1 Black,Smart Phones (OS Based),"GIONEE",10,19999
910,SAMSUNG INV/AC 2T AR24MV3HETSNNA 3S,Air Conditioners,"SAMSUNG",1,44115
911,PANASONIC W/AC 1T CW-RC1217YA 3S,Air Conditioners,"PANASONIC",1,23391
912,WHIRLPOOL REF DC 215L 230IMFRSHROY 4S WD,Refrigerators,"WHIRLPOOL",1,19490
913,Strontium 3-in-1 MicroSD Card Nitro 16GB,Phones Mobile Accessories,"Strontium",3,773.6666667
914,Stuffcool Papier Case iPhone 7 / 6S,Phones Mobile Accessories,"STUFFCOOL",1,999
915,EurekaForbes Vac Trendy Wet & Dry DX,Home Appliances,"EUREKAFORB",6,9387.333333
916,PANASONIC LED 80cm TH-32ES500D,TV LCD,"PANASONIC",10,27115
917,WHIRLPOOL W/M TL 10KG 360 BW ULTCARE GRP,Washing Machines,"WHIRLPOOL",2,31280
918,SafeStab Stabilizer VST400,Air Conditioners,"SAFESTAB",35,1090.485714
919,Philips Headphone SHL3060RD Red,Earphones/Headphones,"PHILIPS",3,995
920,Catz Tempered Glass iPhone 5S / SE,Phones Mobile Accessories,"BRILYANT",6,675.6666667
921,Acer One14 PQC 4GBN 500GB+Off BLK,Mobile Computing,"ACER",5,26790
922,MOTOROLA PULSE MAX WIRED HEADPHONE,Earphones/Headphones,"MOTOROLA",1,1499
923,SAMSUNG W/M SEMI 7.2KG WT727QPNDMW,Washing Machines,"SAMSUNG",3,12524
924,Saregama Music Card Hindi - My Kishore,DVD/VCD/Content,"SAREGAMA",1,600
925,Croma VC 2L 1600W CRAV0045,Home Appliances,"CROMA",10,4161.8
